ID,is_attrited,Age,Gender,Dependent_cnt,Edu_level,Marital_status,Income,Card,Period_m,Total_rel_cnt,Inactive_last_12m,Contacts_cnt_last_12m,Credit_limit,Total_trans_amt,Total_trans_cnt
7121,0,49,F,3,Uneducated,Married,$40K - $60K,Blue,40,6,2,3,8900,4710,70
7122,1,54,F,1,Uneducated,Married,Unknown,Blue,50,4,0,3,2912,2465,54
7123,0,51,M,2,Doctorate,Single,$40K - $60K,Blue,40,3,2,0,6103,3203,64
7124,1,62,F,0,High School,Unknown,Less than $40K,Blue,51,4,2,3,5210,2162,36
7125,0,41,F,5,Graduate,Married,Less than $40K,Blue,31,2,3,1,7531,7768,92
7126,1,44,M,4,Doctorate,Married,$120K +,Blue,39,4,3,2,7924,2393,37
7127,0,38,F,3,Unknown,Single,Unknown,Blue,32,5,1,0,26945,1579,40
7128,0,57,M,0,Graduate,Married,$80K - $120K,Blue,52,4,6,4,2564,1343,35
7129,0,48,M,4,Doctorate,Unknown,$60K - $80K,Silver,38,3,2,2,32658,2023,37
7130,0,41,F,4,Graduate,Married,Less than $40K,Blue,36,4,1,1,4632,4306,63
7131,0,29,F,0,High School,Single,Less than $40K,Blue,13,6,3,5,5240,2712,64
7132,0,46,M,3,College,Single,$120K +,Blue,30,5,1,2,27378,3934,78
7133,1,33,F,2,Graduate,Single,Less than $40K,Blue,24,6,2,3,1806,2833,43
7134,0,48,F,4,College,Married,Less than $40K,Blue,36,6,1,4,2464,1219,35
7135,0,59,F,2,High School,Single,Unknown,Blue,52,4,2,4,3578,4065,79
7136,0,51,M,1,High School,Single,$80K - $120K,Blue,45,6,1,3,13287,3851,75
7137,1,61,F,0,Graduate,Divorced,Less than $40K,Blue,36,2,3,3,2125,2860,38
7138,0,52,F,4,Graduate,Married,Less than $40K,Blue,45,1,1,3,3705,4452,89
7139,0,55,F,1,College,Single,$40K - $60K,Blue,50,3,3,3,1843,4729,92
7140,0,42,M,2,Unknown,Married,$120K +,Blue,31,3,2,4,34516,4281,72
7141,0,42,F,4,Unknown,Single,Less than $40K,Blue,30,3,2,1,1446,4860,68
7142,1,53,F,3,College,Married,Less than $40K,Blue,43,3,2,2,3573,2562,36
7143,1,42,F,3,High School,Single,Less than $40K,Blue,36,2,3,3,2145,2465,42
7144,0,47,M,2,Unknown,Married,$80K - $120K,Blue,36,6,2,1,2514,3696,71
7145,0,38,F,3,High School,Married,$40K - $60K,Blue,27,2,3,3,2363,3904,66
7146,0,39,M,1,Post-Graduate,Single,$40K - $60K,Blue,35,5,1,1,2623,4078,70
7147,0,42,F,2,Post-Graduate,Unknown,Less than $40K,Blue,31,3,2,2,3809,2306,46
7148,0,49,M,3,Unknown,Single,$60K - $80K,Blue,45,1,1,1,2122,7404,103
7149,1,59,F,0,Unknown,Single,$40K - $60K,Blue,52,2,4,3,1852,2851,49
7150,0,41,M,4,Unknown,Married,Less than $40K,Blue,30,4,6,1,2450,1263,29
7151,0,50,F,2,Uneducated,Married,$40K - $60K,Blue,41,2,1,2,10946,2448,58
7152,0,47,F,3,Unknown,Single,Less than $40K,Blue,36,4,1,4,2798,4255,64
7153,0,48,F,2,High School,Unknown,Unknown,Blue,31,2,2,1,7660,14844,100
7154,0,41,F,4,Graduate,Divorced,Less than $40K,Blue,37,5,1,4,7492,3668,67
7155,0,56,F,3,Unknown,Single,Less than $40K,Blue,50,5,2,2,8869,3270,63
7156,0,40,M,3,Unknown,Single,$80K - $120K,Blue,23,6,2,2,12559,4700,71
7157,0,57,F,2,Graduate,Married,Less than $40K,Blue,48,5,2,2,2436,1570,29
7158,0,61,M,0,High School,Single,$40K - $60K,Blue,48,3,2,4,2572,4313,84
7159,0,49,F,2,Graduate,Unknown,Less than $40K,Blue,36,3,1,3,3252,7418,90
7160,0,43,M,4,High School,Single,$80K - $120K,Blue,37,6,1,2,30503,1860,47
7161,0,49,M,2,Unknown,Married,$120K +,Blue,36,4,2,0,19763,1414,35
7162,0,40,F,3,Doctorate,Single,Unknown,Blue,27,1,1,2,2896,4614,83
7163,0,61,F,0,Post-Graduate,Married,Less than $40K,Blue,48,3,3,3,3156,1376,44
7164,0,38,F,4,Unknown,Single,Unknown,Blue,14,4,1,2,4394,1538,43
7165,0,40,F,3,Uneducated,Single,Less than $40K,Blue,27,5,4,2,2035,4107,82
7166,0,43,M,3,High School,Married,$60K - $80K,Blue,36,3,3,1,9560,4601,66
7167,0,49,M,2,Unknown,Married,$120K +,Blue,34,5,4,2,27732,1413,31
7168,1,30,M,2,Graduate,Married,Less than $40K,Silver,18,1,1,3,10017,9299,68
7169,1,53,F,1,Graduate,Single,Less than $40K,Blue,36,2,2,3,1438.3,799,17
7170,0,35,M,0,College,Single,$80K - $120K,Silver,16,6,3,3,34516,2655,64
7171,1,40,F,4,Graduate,Single,Less than $40K,Blue,22,4,2,3,1438.3,2502,45
7172,0,52,F,1,High School,Single,Less than $40K,Blue,43,6,2,2,2705,5532,81
7173,1,43,F,3,Uneducated,Married,$40K - $60K,Blue,36,6,4,3,1438.3,2116,38
7174,0,34,M,2,College,Married,$80K - $120K,Blue,22,4,2,4,1631,2962,57
7175,1,59,F,1,High School,Single,Less than $40K,Blue,46,2,3,2,7484,4923,56
7176,0,46,M,1,Graduate,Married,$40K - $60K,Blue,27,2,2,2,6903,15751,107
7177,0,48,F,3,Doctorate,Married,Unknown,Blue,44,4,3,3,2021,4633,74
7178,0,56,M,3,Post-Graduate,Married,$60K - $80K,Blue,39,3,1,2,3955,1238,25
7179,0,49,F,3,Graduate,Married,Less than $40K,Blue,43,2,3,2,2174,3890,78
7180,0,42,M,2,Graduate,Single,$60K - $80K,Blue,31,3,2,1,5169,4656,88
7181,0,29,M,2,Graduate,Divorced,$40K - $60K,Silver,22,6,2,3,15578,2492,71
7182,0,55,F,3,Graduate,Married,Less than $40K,Blue,35,3,2,3,1872,2238,45
7183,0,42,M,3,Doctorate,Single,$60K - $80K,Blue,36,6,1,3,11535,3730,67
7184,0,55,F,0,Graduate,Single,Less than $40K,Blue,36,6,1,1,2695,4557,94
7185,0,53,F,1,Graduate,Married,$40K - $60K,Blue,36,4,1,2,2043,4940,68
7186,1,43,M,3,Graduate,Single,$40K - $60K,Blue,35,5,3,2,6080,4866,56
7187,0,43,M,3,Unknown,Unknown,$60K - $80K,Blue,32,4,1,3,2476,4025,65
7188,0,58,F,1,High School,Married,Less than $40K,Blue,46,4,1,3,2799,4214,83
7189,0,42,F,4,Graduate,Married,Unknown,Blue,31,3,2,1,6751,7921,93
7190,1,38,F,1,Graduate,Married,Less than $40K,Blue,29,3,3,4,1438.3,2139,47
7191,1,38,M,3,College,Single,$60K - $80K,Blue,34,6,3,4,12050,2381,40
7192,0,35,M,4,High School,Married,$40K - $60K,Blue,27,6,2,3,5325,1814,43
7193,0,38,F,4,Graduate,Married,Less than $40K,Blue,36,4,3,3,1860,1731,29
7194,0,52,F,1,Unknown,Single,Less than $40K,Blue,43,6,2,1,1438.3,4890,63
7195,0,55,F,2,Uneducated,Married,Less than $40K,Blue,43,6,2,3,2736,4078,85
7196,0,44,F,1,High School,Married,$40K - $60K,Blue,31,2,2,3,4553,4999,95
7197,0,50,F,1,Uneducated,Married,Less than $40K,Blue,33,6,4,4,3160,3740,68
7198,0,41,F,2,Post-Graduate,Married,Unknown,Blue,31,6,1,3,20758,1555,32
7199,1,46,F,4,Doctorate,Married,Unknown,Blue,26,3,3,6,15195,2631,41
7200,0,45,F,2,Graduate,Single,Unknown,Blue,36,4,1,1,1785,4964,82
7201,0,49,M,3,Graduate,Single,$120K +,Blue,29,5,2,2,18284,4846,92
7202,0,50,M,1,Graduate,Single,$120K +,Blue,41,4,1,3,13032,4348,77
7203,0,44,F,4,High School,Single,Unknown,Blue,37,3,3,3,7632,4498,86
7204,0,46,M,3,College,Unknown,$80K - $120K,Blue,36,4,2,2,24869,1409,36
7205,0,55,F,2,College,Married,$40K - $60K,Blue,45,2,3,3,2985,14187,103
7206,0,37,F,2,High School,Married,Less than $40K,Blue,36,3,2,1,2588,4159,83
7207,0,55,M,2,Doctorate,Single,$80K - $120K,Blue,36,6,3,3,3046,3153,57
7208,0,42,F,3,College,Married,Less than $40K,Blue,36,6,2,1,8260,3299,64
7209,0,31,M,0,Uneducated,Single,Less than $40K,Blue,25,5,2,2,5715,2324,67
7210,0,61,F,1,High School,Married,Less than $40K,Blue,51,3,3,3,1795,1834,59
7211,1,54,F,0,Doctorate,Single,Less than $40K,Blue,36,4,3,2,2708,2321,45
7212,0,53,M,2,Unknown,Married,$80K - $120K,Blue,44,4,1,3,7181,1636,39
7213,0,46,F,5,Uneducated,Single,Less than $40K,Blue,38,6,1,4,2601,4835,80
7214,0,33,F,1,Graduate,Single,$40K - $60K,Blue,20,2,2,3,4883,4613,82
7215,1,39,F,5,Graduate,Married,Less than $40K,Blue,36,3,3,3,3664,1479,44
7216,0,65,F,0,Unknown,Single,Less than $40K,Blue,56,3,2,2,5441,4480,76
7217,0,49,F,1,Doctorate,Married,Unknown,Blue,36,3,1,2,8519,3698,65
7218,0,49,F,3,Uneducated,Married,Less than $40K,Blue,42,6,1,2,3949,4124,57
7219,0,47,M,1,Unknown,Unknown,$80K - $120K,Blue,28,6,1,4,2797,3525,63
7220,0,51,F,2,High School,Married,Less than $40K,Blue,33,2,1,3,5625,7890,75
7221,0,45,F,2,Graduate,Married,Less than $40K,Blue,31,2,1,2,1946,8423,82
7222,0,39,M,2,Unknown,Unknown,$120K +,Blue,34,2,2,2,34516,7845,92
7223,1,41,F,2,Unknown,Single,Unknown,Blue,28,2,1,3,4411,803,15
7224,0,46,M,4,Uneducated,Married,$80K - $120K,Blue,33,1,2,1,13490,13159,105
7225,1,53,F,3,High School,Divorced,Unknown,Blue,36,4,3,6,7939,2269,42
7226,0,51,F,1,Graduate,Single,Less than $40K,Blue,47,6,3,4,2469,4351,62
7227,0,42,F,4,College,Married,Unknown,Blue,23,3,3,2,7102,4083,68
7228,0,39,F,2,Graduate,Married,Less than $40K,Blue,34,4,5,2,1438.3,4409,72
7229,0,59,M,0,Graduate,Single,Less than $40K,Blue,36,5,3,3,3604,4576,87
7230,0,32,M,0,Unknown,Married,Less than $40K,Silver,24,2,2,3,11511,14436,123
7231,0,53,F,3,Uneducated,Divorced,Less than $40K,Blue,43,5,1,2,2383,4917,78
7232,0,42,M,3,Uneducated,Unknown,Less than $40K,Blue,35,4,5,0,6218,2086,50
7233,0,44,M,3,High School,Married,$60K - $80K,Blue,36,6,2,3,2675,4149,79
7234,1,63,M,0,Graduate,Single,$60K - $80K,Blue,51,3,3,3,11619,2395,49
7235,0,40,M,2,College,Single,$80K - $120K,Blue,36,5,1,4,14544,4064,92
7236,0,49,M,3,College,Married,$80K - $120K,Blue,37,5,1,2,2149,5228,93
7237,0,43,F,3,College,Single,Less than $40K,Blue,32,5,3,3,4204,3799,85
7238,0,63,M,1,Graduate,Married,$40K - $60K,Blue,56,2,1,2,2619,1450,37
7239,0,47,M,1,Doctorate,Divorced,$60K - $80K,Blue,42,5,2,0,20979,1178,27
7240,0,55,M,2,Uneducated,Single,$60K - $80K,Silver,48,5,3,3,34516,3807,82
7241,1,48,F,4,Doctorate,Divorced,$40K - $60K,Blue,35,4,3,2,3646,1969,38
7242,0,43,M,1,College,Married,$60K - $80K,Blue,36,3,3,2,13840,4190,74
7243,1,45,F,4,Graduate,Married,Less than $40K,Blue,34,3,2,1,1438.3,2153,35
7244,0,52,M,3,High School,Unknown,$80K - $120K,Blue,48,3,2,0,11976,2089,36
7245,0,55,M,2,College,Married,$60K - $80K,Blue,48,4,3,2,8863,1512,27
7246,0,42,M,4,Uneducated,Married,$40K - $60K,Blue,33,1,2,2,3108,14763,99
7247,1,53,F,2,Graduate,Single,$40K - $60K,Blue,36,2,3,2,2121,1464,32
7248,0,44,F,2,Graduate,Divorced,Less than $40K,Silver,25,2,2,2,13138,3881,77
7249,0,51,M,1,Graduate,Married,$60K - $80K,Blue,35,3,3,2,9589,3971,66
7250,0,36,M,2,Graduate,Single,$40K - $60K,Blue,36,2,2,1,6763,4972,76
7251,0,55,F,3,College,Married,$40K - $60K,Blue,36,5,1,3,2240,3623,71
7252,0,40,F,3,College,Single,Less than $40K,Blue,22,4,2,4,3372,4209,72
7253,0,39,F,1,Graduate,Single,Less than $40K,Blue,29,4,1,3,1568,4531,76
7254,1,58,F,4,Unknown,Married,Less than $40K,Blue,46,2,3,3,2536,901,35
7255,0,44,M,1,Unknown,Married,$60K - $80K,Blue,33,6,2,3,4969,3878,82
7256,0,52,F,2,Graduate,Married,$40K - $60K,Blue,36,6,4,2,2804,4357,69
7257,0,38,M,3,High School,Single,$60K - $80K,Silver,33,6,1,2,34516,4533,78
7258,1,55,F,2,Graduate,Married,$40K - $60K,Blue,49,3,3,4,1809,2123,44
7259,0,44,M,4,College,Unknown,$120K +,Blue,34,5,3,3,8874,1849,56
7260,1,50,F,2,Uneducated,Married,$40K - $60K,Blue,36,1,3,1,1438.3,1863,42
7261,0,38,M,2,High School,Married,$60K - $80K,Blue,26,4,1,3,5815,1604,42
7262,0,38,F,3,High School,Married,Less than $40K,Blue,31,4,3,2,1854,5245,89
7263,0,43,M,3,Graduate,Single,$40K - $60K,Blue,39,5,3,5,8513,2015,37
7264,1,44,F,2,Uneducated,Married,Unknown,Blue,36,1,3,3,13735,1783,43
7265,0,42,F,3,Unknown,Married,Less than $40K,Blue,36,4,2,1,2281,4384,78
7266,0,36,F,4,High School,Married,Less than $40K,Blue,36,4,1,3,4277,1855,49
7267,0,50,F,1,Unknown,Married,$40K - $60K,Blue,40,6,2,2,2661,4615,82
7268,1,38,F,3,Uneducated,Single,$40K - $60K,Blue,30,3,2,3,2435,1460,32
7269,0,61,M,0,Post-Graduate,Married,Unknown,Blue,53,6,2,3,14434,1731,32
7270,0,48,F,2,Uneducated,Married,Unknown,Blue,35,2,3,3,6074,4504,90
7271,0,43,F,3,Graduate,Divorced,Unknown,Blue,33,6,3,4,14622,4632,67
7272,1,42,F,4,Doctorate,Married,Less than $40K,Blue,24,3,2,3,4304,1788,36
7273,0,43,M,2,High School,Unknown,$80K - $120K,Blue,30,4,2,1,18008,2659,55
7274,0,44,M,4,Unknown,Married,$60K - $80K,Blue,32,4,1,1,10007,4309,77
7275,0,40,M,2,Unknown,Single,$40K - $60K,Blue,36,6,6,1,4947,4497,84
7276,0,52,M,2,Uneducated,Single,$80K - $120K,Blue,34,2,2,3,27229,13264,120
7277,0,41,M,3,Graduate,Single,$80K - $120K,Blue,26,4,3,2,11806,1465,31
7278,1,49,F,3,Post-Graduate,Married,Less than $40K,Blue,35,3,3,2,1914,2687,41
7279,0,42,M,3,College,Married,$60K - $80K,Blue,35,1,3,1,1438.3,4246,83
7280,0,47,M,3,College,Married,$120K +,Silver,27,6,3,3,34516,1805,46
7281,0,60,F,1,Unknown,Single,Less than $40K,Blue,46,2,3,2,4628,4226,92
7282,0,31,M,2,College,Married,Less than $40K,Blue,21,6,2,4,2718,2570,49
7283,0,55,M,2,Graduate,Single,$80K - $120K,Silver,36,5,1,1,34516,3542,60
7284,0,51,F,3,High School,Single,$40K - $60K,Blue,36,6,5,2,3417,3651,60
7285,0,49,F,2,Unknown,Unknown,$40K - $60K,Blue,42,6,1,4,4949,3597,64
7286,0,44,M,3,Unknown,Single,$80K - $120K,Silver,38,3,3,1,34516,4614,76
7287,0,43,F,2,Graduate,Divorced,Less than $40K,Blue,33,4,3,2,2422,5079,80
7288,0,64,M,0,High School,Married,Less than $40K,Blue,54,4,3,2,2140,1280,34
7289,0,41,M,2,Graduate,Unknown,$60K - $80K,Silver,36,6,2,0,27000,1209,39
7290,0,39,M,2,High School,Married,$80K - $120K,Blue,34,6,3,3,8823,1961,32
7291,0,44,F,1,Graduate,Married,Less than $40K,Blue,36,3,3,3,2568,3616,85
7292,1,46,M,2,Graduate,Single,$40K - $60K,Blue,31,3,3,5,7869,998,25
7293,0,54,M,2,High School,Married,$80K - $120K,Blue,38,6,3,4,5660,1569,39
7294,0,60,F,0,Uneducated,Single,Less than $40K,Blue,48,3,2,3,3302,4613,85
7295,0,50,F,1,Graduate,Single,Less than $40K,Blue,37,4,3,4,3277,3965,59
7296,0,45,M,4,Graduate,Unknown,$60K - $80K,Blue,33,1,5,1,8670,13767,96
7297,0,39,M,1,Unknown,Single,$80K - $120K,Blue,36,5,3,3,25008,1753,43
7298,1,57,F,3,High School,Married,Unknown,Blue,51,2,5,2,1438.3,2607,37
7299,0,59,M,0,High School,Married,$60K - $80K,Blue,48,3,1,3,3868,4716,79
7300,0,47,F,1,High School,Married,Unknown,Blue,41,3,2,3,2950,4740,83
7301,0,47,F,3,Unknown,Single,Less than $40K,Blue,34,6,3,0,4862,4167,86
7302,0,44,M,4,Uneducated,Single,$60K - $80K,Blue,36,1,2,1,6426,4892,80
7303,0,48,F,2,Graduate,Single,Less than $40K,Blue,38,2,1,2,8881,15530,110
7304,1,52,M,1,Unknown,Married,$40K - $60K,Blue,36,4,3,3,8455,8124,73
7305,1,47,F,3,Graduate,Married,Less than $40K,Silver,36,4,3,1,14057,4729,54
7306,1,49,F,1,Uneducated,Married,$40K - $60K,Blue,39,2,3,3,8061,1224,31
7307,0,54,M,3,High School,Married,$120K +,Blue,42,6,3,2,20311,1266,34
7308,0,41,M,4,High School,Single,$60K - $80K,Blue,28,6,1,4,4475,3367,66
7309,0,55,M,3,High School,Single,$80K - $120K,Gold,49,2,1,3,34516,7917,95
7310,0,47,F,2,Unknown,Unknown,$40K - $60K,Blue,36,1,3,3,1811,5390,87
7311,0,51,F,3,Post-Graduate,Married,Less than $40K,Blue,46,5,3,2,5881,1931,56
7312,0,37,F,0,Post-Graduate,Married,Less than $40K,Blue,25,4,3,2,2061,2400,60
7313,0,37,F,3,Graduate,Single,Less than $40K,Blue,36,5,2,4,3685,3016,85
7314,0,45,F,3,Graduate,Single,$40K - $60K,Blue,39,4,4,0,1765,4803,72
7315,0,27,M,0,Post-Graduate,Single,Unknown,Blue,22,5,2,2,7130,2498,37
7316,0,39,F,3,Graduate,Single,Less than $40K,Blue,36,4,3,4,1438.3,4548,69
7317,0,53,F,2,Unknown,Single,Less than $40K,Blue,36,6,2,1,1543,4312,84
7318,0,45,F,3,High School,Married,Less than $40K,Blue,27,4,3,2,2826,2005,32
7319,1,46,F,4,Doctorate,Single,Less than $40K,Blue,36,2,2,3,2292,2595,31
7320,0,40,F,3,College,Single,Less than $40K,Blue,33,5,3,1,7207,3825,70
7321,0,44,M,4,Graduate,Married,$80K - $120K,Blue,36,3,1,3,20485,3024,51
7322,1,51,F,1,Graduate,Single,Less than $40K,Blue,37,1,3,4,7176,1375,33
7323,0,36,M,2,College,Single,$60K - $80K,Blue,22,5,3,3,4511,2597,71
7324,0,39,M,2,Unknown,Married,$60K - $80K,Blue,34,6,2,4,5219,1715,35
7325,0,42,F,1,College,Married,Less than $40K,Blue,36,6,4,1,3050,1973,50
7326,0,44,F,5,Graduate,Married,Unknown,Blue,35,4,1,2,6273,1359,25
7327,0,37,M,3,High School,Unknown,$80K - $120K,Blue,19,1,2,2,2273,7899,79
7328,1,39,M,3,College,Married,$80K - $120K,Blue,30,2,3,3,4618,2476,49
7329,0,37,M,2,Graduate,Unknown,$80K - $120K,Blue,28,3,2,3,12222,4215,63
7330,0,44,M,4,Unknown,Divorced,$60K - $80K,Blue,29,4,2,2,7788,1196,30
7331,0,41,M,4,Unknown,Married,$80K - $120K,Blue,32,2,1,3,28687,7523,90
7332,0,50,M,2,High School,Married,$60K - $80K,Blue,32,3,1,3,10733,3910,66
7333,0,45,F,2,High School,Single,Unknown,Blue,34,4,3,2,3024,14220,108
7334,0,40,F,4,High School,Single,Less than $40K,Blue,36,5,5,3,2932,4795,82
7335,0,48,F,3,High School,Unknown,Less than $40K,Blue,36,2,1,1,1438.3,5014,84
7336,0,37,F,1,Graduate,Single,Less than $40K,Silver,19,4,3,3,12535,3283,74
7337,0,43,M,4,High School,Single,$60K - $80K,Blue,36,4,3,3,4983,1939,30
7338,0,40,F,3,Graduate,Married,Less than $40K,Blue,36,6,1,3,7582,4926,85
7339,1,51,F,2,Post-Graduate,Single,Less than $40K,Blue,36,3,3,3,4281,1723,44
7340,0,45,F,1,High School,Divorced,Less than $40K,Blue,36,6,2,2,9433,3910,81
7341,0,45,M,4,High School,Single,$120K +,Blue,37,4,3,3,2701,4767,76
7342,1,44,F,3,Doctorate,Married,Less than $40K,Blue,38,6,1,3,7222,920,18
7343,0,58,M,1,Uneducated,Single,$80K - $120K,Blue,40,1,3,0,22104,13830,112
7344,1,55,M,5,Post-Graduate,Single,$80K - $120K,Blue,47,3,1,4,1438.3,1427,36
7345,0,45,F,2,Unknown,Single,Less than $40K,Blue,27,6,3,3,1438.3,2598,59
7346,0,47,F,4,High School,Divorced,Less than $40K,Blue,36,5,4,2,2776,4318,68
7347,0,34,F,2,High School,Single,Less than $40K,Blue,21,6,1,3,5015,3161,77
7348,0,41,M,5,Graduate,Single,$80K - $120K,Blue,28,3,2,0,2491,1911,35
7349,1,51,M,1,High School,Single,$80K - $120K,Blue,38,2,3,3,28605,5524,67
7350,0,44,M,2,Graduate,Single,$40K - $60K,Blue,34,5,3,1,5331,1766,39
7351,0,49,M,2,Unknown,Unknown,$80K - $120K,Blue,43,5,2,2,18379,4122,70
7352,0,50,M,1,Unknown,Single,$120K +,Blue,44,5,3,1,17827,5010,88
7353,0,64,M,1,Graduate,Single,Less than $40K,Blue,52,5,3,2,2563,3942,84
7354,0,38,M,3,Graduate,Married,$60K - $80K,Blue,34,6,3,3,5323,1783,33
7355,0,46,M,4,College,Single,$60K - $80K,Blue,34,5,3,4,2369,3034,51
7356,0,45,M,4,Doctorate,Single,$120K +,Gold,36,1,3,1,34516,8007,96
7357,0,52,F,1,Uneducated,Single,Less than $40K,Blue,36,2,2,1,3244,8087,95
7358,0,34,M,2,Graduate,Married,$60K - $80K,Blue,36,5,1,3,2763,4136,69
7359,1,55,F,1,Unknown,Married,Less than $40K,Blue,36,4,1,3,1438.3,850,22
7360,1,51,F,4,Graduate,Single,Less than $40K,Blue,44,5,3,3,1483,2520,40
7361,0,51,M,3,College,Married,$120K +,Blue,40,3,3,2,34516,14145,119
7362,0,46,M,5,Uneducated,Single,$60K - $80K,Blue,33,4,1,3,3135,4116,68
7363,0,45,M,3,College,Single,$60K - $80K,Blue,35,1,1,2,10699,5052,61
7364,0,52,F,3,High School,Married,Unknown,Blue,36,2,2,2,8279,4419,63
7365,1,42,F,3,High School,Married,$40K - $60K,Blue,36,1,3,4,4527,2441,37
7366,0,34,F,2,Graduate,Single,Unknown,Blue,24,6,3,3,3095,3901,77
7367,0,40,M,3,Graduate,Married,$80K - $120K,Silver,27,3,1,2,34516,3193,53
7368,0,41,F,3,Graduate,Single,Less than $40K,Blue,28,6,1,2,7768,1051,22
7369,0,54,F,0,College,Married,Less than $40K,Blue,40,3,1,2,1638,1885,51
7370,0,55,M,3,Graduate,Single,$40K - $60K,Blue,35,4,1,4,3065,3524,69
7371,1,57,M,1,Graduate,Single,$80K - $120K,Blue,36,2,3,2,10244,1127,29
7372,0,41,M,1,Post-Graduate,Single,$40K - $60K,Blue,32,3,2,4,10266,1720,42
7373,0,44,F,4,Uneducated,Married,Less than $40K,Blue,33,5,4,2,9671,2955,66
7374,1,47,F,4,Post-Graduate,Married,Unknown,Blue,42,4,4,4,6451,2400,43
7375,0,47,F,4,Uneducated,Married,$40K - $60K,Blue,36,2,1,1,2155,5441,91
7376,0,53,F,1,High School,Single,Less than $40K,Blue,36,3,2,2,2615,1419,38
7377,1,54,F,2,Graduate,Married,Unknown,Blue,44,2,3,3,3781,2310,43
7378,0,50,F,2,High School,Married,Unknown,Blue,41,3,1,1,8159,4402,64
7379,0,47,M,2,Unknown,Unknown,$60K - $80K,Blue,36,3,2,2,13867,4297,68
7380,0,40,F,3,Graduate,Single,Less than $40K,Blue,29,5,1,4,2694,3366,56
7381,0,42,M,3,Unknown,Married,$60K - $80K,Blue,36,5,3,3,15088,1107,21
7382,0,41,M,3,Post-Graduate,Married,$60K - $80K,Blue,34,4,2,2,2624,4189,74
7383,0,31,M,0,Graduate,Divorced,$60K - $80K,Blue,24,6,2,2,4232,2565,69
7384,1,54,M,1,Unknown,Single,$80K - $120K,Blue,47,5,6,5,7570,2599,61
7385,0,49,M,3,Doctorate,Married,$80K - $120K,Blue,36,4,1,4,9549,4629,76
7386,0,41,F,2,Uneducated,Married,$40K - $60K,Blue,36,5,3,3,2690,3636,68
7387,0,48,F,2,Graduate,Married,$40K - $60K,Blue,43,3,2,4,9559,4064,70
7388,0,38,M,3,High School,Single,$80K - $120K,Blue,27,4,1,4,6162,1527,35
7389,0,53,F,2,Uneducated,Single,Unknown,Blue,36,5,2,3,9314,3696,80
7390,0,50,M,2,Graduate,Unknown,$60K - $80K,Blue,38,5,3,3,4772,4054,72
7391,0,31,F,0,High School,Married,Less than $40K,Blue,13,5,2,3,3201,5155,77
7392,0,51,M,2,Graduate,Single,$60K - $80K,Blue,40,4,3,0,3532,4066,74
7393,0,49,F,2,College,Single,Less than $40K,Blue,41,6,3,1,2018,4842,69
7394,1,45,M,3,Graduate,Single,$60K - $80K,Blue,32,2,3,2,13162,1424,38
7395,0,42,F,3,Unknown,Unknown,Unknown,Blue,36,6,1,2,15648,13784,88
7396,0,45,F,3,Uneducated,Single,Less than $40K,Blue,30,3,2,3,2059,4110,71
7397,0,55,F,2,Graduate,Married,Less than $40K,Blue,42,5,3,3,2216,1540,36
7398,0,54,F,1,High School,Single,Unknown,Blue,36,2,2,3,10798,13681,105
7399,1,45,M,3,Unknown,Married,$60K - $80K,Blue,40,3,5,3,4097,2611,51
7400,0,26,F,0,High School,Single,Unknown,Blue,13,4,3,3,3038,2243,38
7401,0,51,M,3,Graduate,Divorced,$40K - $60K,Blue,41,5,3,4,7570,3849,70
7402,0,40,M,4,High School,Single,$80K - $120K,Blue,29,3,3,2,12978,14134,85
7403,0,43,M,3,Uneducated,Single,$60K - $80K,Blue,30,1,2,0,1438.3,5200,89
7404,1,43,F,3,Unknown,Single,$40K - $60K,Silver,36,2,3,4,19713,8301,70
7405,0,38,F,2,College,Married,Unknown,Blue,28,5,1,3,4693,4460,79
7406,0,57,M,2,Graduate,Married,$120K +,Silver,39,4,2,3,34516,16392,116
7407,0,30,M,2,College,Divorced,$40K - $60K,Blue,22,3,3,4,3143,2510,57
7408,0,37,M,2,Uneducated,Divorced,Less than $40K,Silver,36,3,3,2,11568,1701,44
7409,0,46,F,4,Graduate,Single,Unknown,Blue,36,4,3,2,17023,1610,43
7410,1,42,M,2,Uneducated,Single,$60K - $80K,Blue,30,2,2,3,6414,708,14
7411,0,38,F,5,Graduate,Married,Less than $40K,Blue,31,2,5,2,2153,4268,85
7412,0,44,M,5,Graduate,Married,$60K - $80K,Blue,32,4,5,3,11376,1302,27
7413,0,40,F,3,Graduate,Divorced,Less than $40K,Blue,31,1,3,2,8694,9523,105
7414,0,47,M,3,Graduate,Married,$120K +,Silver,42,1,3,1,34516,8212,100
7415,0,57,M,2,High School,Single,$80K - $120K,Blue,36,6,3,0,8026,4072,72
7416,0,33,F,4,College,Divorced,Less than $40K,Blue,24,6,2,2,9857,3448,103
7417,0,42,F,3,Graduate,Married,Less than $40K,Blue,33,6,3,3,8628,1675,58
7418,0,64,F,0,Unknown,Married,Less than $40K,Blue,55,4,3,4,3500,2003,41
7419,0,43,F,2,Unknown,Single,Less than $40K,Silver,24,1,1,3,10272,14321,113
7420,0,36,M,3,High School,Divorced,$120K +,Blue,36,3,2,3,3404,2406,65
7421,1,49,F,4,Unknown,Single,Less than $40K,Silver,37,1,2,2,10195,1563,36
